

/Gem Systems GSM-19GW 8082867 v7.0 7 VII 2008 M ew5fl.v7vbs                        
/ID 1 file 07      .g   20 VII09
 11  14  55570.83 -0034.96 99  000000.00 193850.0 
 11  13  55576.06 -0026.99 99  000000.00 193910.0 
 11  12  55597.18 -0003.76 99  000000.00 193922.0 
 11  11  55598.72  0001.17 99  000000.00 193934.0 
 11  10  55598.28 -0003.57 99  000000.00 193946.0 
 11  9  55596.46 -0005.73 99  000000.00 193958.0 
 11  8  55602.32  0004.65 99  000000.00 194010.0 
 11  7  55601.44  0003.12 99  000000.00 194022.0 
 11  6  55596.41 -0009.39 99  000000.00 194034.0 
 11  5  55598.28 -0004.01 99  000000.00 194054.0 
 11  4  55594.64 -0006.10 99  000000.00 194110.0 
 11  3  55593.54 -0006.32 99  000000.00 194126.0 
 11  2  55589.18 -0001.18 99  000000.00 194138.0 
 11  1  55588.29 -0009.08 99  000000.00 194150.0 
 11  0  55586.57 -0010.88 99  000000.00 194202.0 
 12  0  55587.01  0003.21 99  000000.00 194226.0 
 12  1  55574.99 -0034.40 99  000000.00 194258.0 
 12  2  55588.82 -0014.60 99  000000.00 194310.0 
 12  3  55591.55 -0019.82 99  000000.00 194322.0 
 12  4  55584.60 -0017.96 99  000000.00 194334.0 
 12  5  55592.48 -0014.93 99  000000.00 194346.0 
 12  6  55590.12 -0017.02 99  000000.00 194358.0 
 12  7  55591.11 -0020.17 99  000000.00 194410.0 
 12  8  55587.83 -0023.61 99  000000.00 194422.0 
 12  9  55586.75 -0017.10 99  000000.00 194434.0 
 12  10  55590.51 -0010.89 99  000000.00 194450.0 
 12  11  55601.32 -0007.99 99  000000.00 194502.0 
 12  12  55600.04  0011.49 99  000000.00 194518.0 
 12  13  55596.74 -0010.92 99  000000.00 194530.0 
 12  14  55596.12 -0016.86 99  000000.00 194538.0 
 13  14  55591.06 -0019.60 99  000000.00 194610.0 
 13  13  55586.19 -0023.71 99  000000.00 194626.0 
 13  12  55593.53 -0010.77 99  000000.00 194638.0 
 13  11  55600.57 -0002.17 99  000000.00 194650.0 
 13  10  55596.95 -0003.80 99  000000.00 194702.0 
 13  9  55593.21 -0006.25 99  000000.00 194714.0 
 13  8  55592.60 -0003.67 99  000000.00 194730.0 
 13  7  55592.01 -0010.82 99  000000.00 194742.0 
 13  6  55589.93 -0010.28 99  000000.00 194754.0 
 13  5  55586.19 -0016.40 99  000000.00 194810.0 
 13  4  55591.17 -0007.83 99  000000.00 194826.0 
 13  3  55583.59 -0009.29 99  000000.00 194838.0 
 13  2  55589.55 -0009.31 99  000000.00 194850.0 
 13  1  55586.26 -0017.06 99  000000.00 194902.0 
 13  0  55572.88 -0027.36 99  000000.00 194914.0 
 14  0  55583.18 -0019.70 99  000000.00 194938.0 
 14  1  55581.75 -0023.50 99  000000.00 194954.0 
 14  2  55596.40 -0000.24 99  000000.00 195010.0 
 14  3  55593.60  0001.31 99  000000.00 195022.0 
 14  4  55591.54  0004.32 99  000000.00 195034.0 
 14  5  55596.07 -0000.54 99  000000.00 195046.0 
 14  6  55596.48 -0002.51 99  000000.00 195058.0 
 14  7  55595.82 -0002.63 99  000000.00 195110.0 
 14  8  55599.87  0002.20 99  000000.00 195122.0 
 14  9  55598.20  0000.73 99  000000.00 195130.0 
 14  10  55603.42  0002.94 99  000000.00 195142.0 
 14  11  55609.67  0007.87 99  000000.00 195154.0 
 14  12  55603.94  0002.99 99  000000.00 195206.0 
 14  13  55594.92 -0014.88 99  000000.00 195218.0 
 14  14  55593.37 -0024.73 99  000000.00 195230.0 
 15  14  55575.91 -0038.68 99  000000.00 195258.0 
 15  13  55575.34 -0042.15 99  000000.00 195310.0 
 15  12  55593.53 -0023.06 99  000000.00 195322.0 
 15  11  55597.95 -0018.01 99  000000.00 195330.0 
 15  10  55598.99 -0016.22 99  000000.00 195342.0 
 15  9  55597.09 -0015.27 99  000000.00 195354.0 
 15  8  55587.65 -0027.41 99  000000.00 195406.0 
 15  7  55591.79 -0024.25 99  000000.00 195418.0 
 15  6  55595.84 -0003.27 99  000000.00 195430.0 
 15  5  55585.43 -0017.53 99  000000.00 195442.0 
 15  4  55581.92 -0026.27 99  000000.00 195454.0 
 15  3  55575.79 -0033.30 99  000000.00 195510.0 
 15  2  55576.84 -0034.44 99  000000.00 195526.0 
 15  1  55572.47 -0037.28 99  000000.00 195538.0 
 15  0  55580.41 -0022.30 99  000000.00 195550.0 
 15 -1  55593.82 -0019.91 99  000000.00 214046.0 
 15  0  55586.08 -0026.75 99  000000.00 214242.0 
 15  1  55596.54 -0015.62 99  000000.00 214310.0 
 15  2  55598.12 -0014.24 99  000000.00 214330.0 
 15  3  55599.87 -0013.45 99  000000.00 214346.0 
 15  4  55602.53 -0012.09 99  000000.00 214406.0 
 15  5  55614.48 -0001.40 99  000000.00 214422.0 
 15  6  55624.36  0007.62 99  000000.00 214438.0 
 15  7  55612.46 -0004.36 99  000000.00 214454.0 
 15  8  55611.06 -0005.63 99  000000.00 214510.0 
 15  9  55613.94 -0003.36 99  000000.00 214526.0 
 15  10  55616.83 -0000.53 99  000000.00 214542.0 
 15  11  55619.14  0000.55 99  000000.00 214558.0 
 15  12  55615.94 -0003.33 99  000000.00 214614.0 
 15  13  55612.75 -0007.08 99  000000.00 214630.0 
 15  14  55618.73 -0003.03 99  000000.00 214646.0 
 16  14  55597.27 -0025.14 99  000000.00 214806.0 
 16  13  55615.11 -0005.76 99  000000.00 214818.0 
 16  12  55615.92 -0003.66 99  000000.00 214830.0 
 16  11  55613.06 -0005.41 99  000000.00 214842.0 
 16  10  55609.39 -0008.61 99  000000.00 214854.0 
 16  9  55606.96 -0010.46 99  000000.00 214906.0 
 16  8  55611.05 -0006.76 99  000000.00 214918.0 
 16  7  55614.09 -0004.17 99  000000.00 214934.0 
 16  6  55627.14  0008.38 99  000000.00 214946.0 
 16  5  55629.58  0011.57 99  000000.00 214958.0 
 16  4  55612.49 -0004.66 99  000000.00 215014.0 
 16  3  55605.39 -0009.55 99  000000.00 215026.0 
 16  2  55602.90 -0012.04 99  000000.00 215038.0 
 16  1  55602.50 -0012.11 99  000000.00 215050.0 
 16  0  55605.97 -0008.46 99  000000.00 215102.0 
 17  0  55606.07 -0009.96 99  000000.00 215138.0 
 17  1  55606.17 -0008.84 99  000000.00 215154.0 
 17  2  55607.23 -0008.47 99  000000.00 215214.0 
 17  3  55610.32 -0005.85 99  000000.00 215226.0 
 17  4  55624.25  0006.93 99  000000.00 215242.0 
 17  5  55653.14  0034.88 99  000000.00 215258.0 
 17  6  55633.10  0014.05 99  000000.00 215310.0 
 17  7  55613.80 -0004.58 99  000000.00 215326.0 
 17  8  55611.45 -0006.48 99  000000.00 215342.0 
 17  9  55611.71 -0006.04 99  000000.00 215354.0 
 17  10  55612.69 -0005.29 99  000000.00 215410.0 
 17  11  55611.92 -0006.68 99  000000.00 215422.0 
 17  12  55615.01 -0004.50 99  000000.00 215434.0 
 17  13  55614.68 -0005.65 99  000000.00 215446.0 
 17  14  55613.72 -0008.59 99  000000.00 215502.0 
 18  14  55607.98 -0013.35 99  000000.00 215554.0 
 18  13  55608.73 -0011.57 99  000000.00 215610.0 
 18  12  55610.59 -0008.98 99  000000.00 215626.0 
 18  11  55608.50 -0010.30 99  000000.00 215638.0 
 18  10  55609.60 -0009.18 99  000000.00 215650.0 
 18  9  55607.34 -0014.79 99  000000.00 215822.0 
 18  9  55588.98 -0030.08 99  000000.00 215834.0 
 18  8  55592.27 -0027.17 99  000000.00 215850.0 
 18  7  55612.63 -0007.13 99  000000.00 215906.0 
 18  6  55635.73  0015.41 99  000000.00 215922.0 
 18  5  55625.99  0006.26 99  000000.00 215938.0 
 18  4  55610.43 -0007.33 99  000000.00 215954.0 
 18  3  55594.41 -0023.55 99  000000.00 220006.0 
 18  2  55594.86 -0021.78 99  000000.00 220022.0 
 18  1  55609.03 -0007.83 99  000000.00 220034.0 
 18  0  55601.03 -0015.82 99  000000.00 220106.0 
 19  0  55601.78 -0014.75 99  000000.00 220258.0 
 19  1  55609.87 -0006.33 99  000000.00 220318.0 
 19  2  55614.89 -0001.69 99  000000.00 220334.0 
 19  3  55614.89 -0002.14 99  000000.00 220350.0 
 19  4  55618.01 -0000.60 99  000000.00 220410.0 
 19  5  55619.67  0001.03 99  000000.00 220426.0 
 19  6  55604.34 -0014.89 99  000000.00 220442.0 
 19  7  55609.88 -0007.83 99  000000.00 220458.0 
 19  8  55611.98 -0005.82 99  000000.00 220514.0 
 19  9  55610.49 -0007.40 99  000000.00 220526.0 
 19  10  55612.52 -0005.64 99  000000.00 220542.0 
 19  11  55610.72 -0007.41 99  000000.00 220558.0 
 19  12  55612.88 -0005.15 99  000000.00 220618.0 
 19  13  55605.03 -0013.43 99  000000.00 220630.0 
 19  14  55601.12 -0017.63 99  000000.00 220642.0 
 20  14  55591.70 -0027.40 99  000000.00 220914.0 
 20  13  55599.57 -0019.66 99  000000.00 220926.0 
 20  12  55611.84 -0006.45 99  000000.00 220938.0 
 20  11  55614.80 -0003.44 99  000000.00 220950.0 
 20  10  55614.10 -0003.89 99  000000.00 221006.0 
 20  9  55617.00 -0001.13 99  000000.00 221018.0 
 20  8  55603.40 -0014.83 99  000000.00 221054.0 
 20  7  55608.55 -0009.49 99  000000.00 221106.0 
 20  6  55616.15 -0002.03 99  000000.00 221122.0 
 20  5  55613.22 -0004.90 99  000000.00 221134.0 
 20  4  55608.42 -0009.09 99  000000.00 221202.0 
 20  3  55604.45 -0012.45 99  000000.00 221218.0 
 20  2  55608.27 -0008.33 99  000000.00 221234.0 
 20  1  55608.03 -0007.99 99  000000.00 221250.0 
 20  0  55600.75 -0014.97 99  000000.00 221302.0 
 21  0  55597.42 -0018.58 99  000000.00 221354.0 
 21  1  55604.98 -0009.95 99  000000.00 221410.0 
 21  2  55607.81 -0007.16 99  000000.00 221426.0 
 21  3  55608.90 -0006.60 99  000000.00 221446.0 
 21  4  55610.75 -0004.99 99  000000.00 221458.0 
 21  5  55617.02  0000.78 99  000000.00 221510.0 
 21  6  55617.93  0000.94 99  000000.00 221526.0 
 21  7  55615.98 -0000.76 99  000000.00 221538.0 
 21  8  55612.10 -0004.35 99  000000.00 221554.0 
 21  9  55617.17  0000.36 99  000000.00 221606.0 
 21  10  55614.88 -0001.92 99  000000.00 221618.0 
 21  11  55618.43  0001.37 99  000000.00 221642.0 
 21  12  55617.22  0000.65 99  000000.00 221654.0 
 21  13  55614.07 -0002.37 99  000000.00 221710.0 
 21  14  55608.35 -0008.08 99  000000.00 221722.0 
 22  14  55603.54 -0012.97 99  000000.00 221802.0 
 22  13  55610.26 -0006.80 99  000000.00 221814.0 
 22  12  55618.72  0001.47 99  000000.00 221830.0 
 22  11  55616.75  0000.02 99  000000.00 221846.0 
 22  10  55611.97 -0004.49 99  000000.00 221902.0 
 22  9  55617.64  0000.91 99  000000.00 221914.0 
 22  8  55618.53  0001.65 99  000000.00 221930.0 
 22  7  55621.01  0004.34 99  000000.00 221942.0 
 22  6  55614.11 -0002.19 99  000000.00 221958.0 
 22  5  55615.46 -0000.67 99  000000.00 222010.0 
 22  4  55606.17 -0009.87 99  000000.00 222022.0 
 22  3  55605.07 -0010.64 99  000000.00 222038.0 
 22  2  55607.59 -0008.68 99  000000.00 222054.0 
 22  1  55604.57 -0011.22 99  000000.00 222106.0 
 22  0  55602.31 -0013.81 99  000000.00 222118.0 
 23  0  55600.98 -0016.35 99  000000.00 222142.0 
 23  1  55599.64 -0016.36 99  000000.00 222202.0 
 23  2  55607.18 -0007.51 99  000000.00 222214.0 
 23  3  55610.04 -0004.37 99  000000.00 222230.0 
 23  4  55607.04 -0007.37 99  000000.00 222246.0 
 23  5  55614.36 -0000.98 99  000000.00 222302.0 
 23  6  55621.02  0005.64 99  000000.00 222322.0 
 23  7  55623.72  0008.36 99  000000.00 222338.0 
 23  8  55611.05 -0003.58 99  000000.00 222434.0 
 23  9  55613.25 -0001.51 99  000000.00 222446.0 
 23  10  55614.04 -0000.97 99  000000.00 222458.0 
 23  11  55612.17 -0002.95 99  000000.00 222510.0 
 23  12  55615.90  0000.07 99  000000.00 222522.0 
 23  13  55611.25 -0004.50 99  000000.00 222534.0 
 23  14  55614.17 -0001.97 99  000000.00 222546.0 
 24  14  55603.97 -0012.97 99  000000.00 222634.0 
 24  13  55602.64 -0012.61 99  000000.00 222646.0 
 24  12  55602.62 -0012.79 99  000000.00 222658.0 
 24  11  55604.40 -0010.06 99  000000.00 222714.0 
 24  10  55605.93 -0007.52 99  000000.00 222730.0 
 24  9  55608.03 -0005.09 99  000000.00 222746.0 
 24  8  55610.51 -0002.78 99  000000.00 222758.0 
 24  7  55622.53  0009.64 99  000000.00 222810.0 
 24  6  55625.40  0012.38 99  000000.00 222826.0 
 24  5  55614.06  0000.91 99  000000.00 222842.0 
 24  4  55608.00 -0005.14 99  000000.00 222854.0 
 24  3  55600.73 -0013.02 99  000000.00 222910.0 
 24  2  55605.75 -0008.81 99  000000.00 222926.0 
 24  1  55603.91 -0012.09 99  000000.00 222942.0 
 24  0  55602.52 -0014.30 99  000000.00 222954.0 
 25  0  55602.39 -0016.33 99  000000.00 223034.0 
 25  1  55591.94 -0023.48 99  000000.00 223046.0 
 25  2  55593.58 -0020.87 99  000000.00 223102.0 
 25  3  55571.50 -0040.97 99  000000.00 223118.0 
 25  4  55603.76 -0006.43 99  000000.00 223130.0 
 25  5  55614.84  0005.05 99  000000.00 223142.0 
 25  6  55624.64  0016.81 99  000000.00 223154.0 
 25  7  55625.74  0018.50 99  000000.00 223210.0 
 25  8  55609.04  0000.84 99  000000.00 223222.0 
 25  9  55602.86 -0007.21 99  000000.00 223234.0 
 25  10  55607.32 -0004.21 99  000000.00 223246.0 
 25  11  55592.99 -0018.79 99  000000.00 223258.0 
 25  12  55580.15 -0033.01 99  000000.00 223314.0 
 25  13  55598.98 -0015.06 99  000000.00 223326.0 
 25  14  55610.90 -0004.69 99  000000.00 223342.0 
 26  14  55608.84 -0007.39 99  000000.00 223442.0 
 26  13  55607.44 -0007.88 99  000000.00 223458.0 
 26  12  55612.61 -0002.58 99  000000.00 223510.0 
 26  11  55633.10  0019.18 99  000000.00 223526.0 
 26  10  55629.10  0017.29 99  000000.00 223542.0 
 26  9  55624.82  0016.93 99  000000.00 223558.0 
 26  8  55624.99  0020.23 99  000000.00 223614.0 
 26  7  55629.11  0026.83 99  000000.00 223626.0 
 26  6  55636.53  0033.27 99  000000.00 223638.0 
 26  5  55617.34  0013.31 99  000000.00 223654.0 
 26  4  55616.21  0008.24 99  000000.00 223710.0 
 26  3  55601.14 -0008.30 99  000000.00 223722.0 
 26  2  55589.78 -0023.06 99  000000.00 223742.0 
 26  1  55602.24 -0015.39 99  000000.00 223758.0 
 26  0  55605.75 -0014.90 99  000000.00 223822.0 
 27  0  55588.88 -0033.49 99  000000.00 223858.0 
 27  1  55601.09 -0019.06 99  000000.00 223910.0 
 27  2  55607.72 -0005.06 99  000000.00 223926.0 
 27  3  55604.00 -0003.37 99  000000.00 223942.0 
 27  4  55595.94 -0002.42 99  000000.00 223958.0 
 27  5  55608.46  0013.72 99  000000.00 224010.0 
 27  6  55639.33  0045.87 99  000000.00 224026.0 
 27  7  55641.59  0055.58 99  000000.00 224038.0 
 27  8  55636.50  0038.03 99  000000.00 224050.0 
 27  9  55638.20  0031.79 99  000000.00 224106.0 
 27  10  55647.36  0035.19 99  000000.00 224118.0 
 27  11  55645.44  0029.23 99  000000.00 224138.0 
 27  12  55618.56  0000.29 99  000000.00 224150.0 
 27  13  55605.24 -0013.17 99  000000.00 224202.0 
 27  14  55611.20 -0007.80 99  000000.00 224218.0 
